name,artists,id,bpm,genre,key,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,mode,valence,href,uri
Baby Please Don't Go,Big Joe Williams,1vjHFgIdNuLXojpkzysoV8,167.075,acoustic blues; blues; country blues; delta blues; traditional blues,7,0.752,0.499,0.302,0.0266,0.129,-15.15,0.0495,1,0.564,https://api.spotify.com/v1/tracks/1vjHFgIdNuLXojpkzysoV8,spotify:track:1vjHFgIdNuLXojpkzysoV8
She Left Me a Mule to Ride,Big Joe Williams,3Yr90DgXXIdDAJfjFOT2wF,95.114,acoustic blues; blues; country blues; delta blues; traditional blues,6,0.977,0.64,0.368,0.246,0.0781,-15.827,0.0437,1,0.793,https://api.spotify.com/v1/tracks/3Yr90DgXXIdDAJfjFOT2wF,spotify:track:3Yr90DgXXIdDAJfjFOT2wF
"Baby, Please Don't Go",Big Joe Williams,1q3Wy7b4vjwUEUQROuCzfi,172.398,acoustic blues; blues; country blues; delta blues; traditional blues,4,0.684,0.629,0.381,0.0732,0.278,-14.886,0.0929,1,0.533,https://api.spotify.com/v1/tracks/1q3Wy7b4vjwUEUQROuCzfi,spotify:track:1q3Wy7b4vjwUEUQROuCzfi
Rollin' And Tumblin',Big Joe Williams,74tZbUXCBYNhpKsQQknmM1,122.699,acoustic blues; blues; country blues; delta blues; traditional blues,8,0.908,0.677,0.261,0.00221,0.0633,-14.846,0.0579,1,0.672,https://api.spotify.com/v1/tracks/74tZbUXCBYNhpKsQQknmM1,spotify:track:74tZbUXCBYNhpKsQQknmM1
Hang It Up On The Wall,Big Joe Williams,7zpy5zhIKJcpeIo01M1h0G,61.332,acoustic blues; blues; country blues; delta blues; traditional blues,9,0.879,0.543,0.295,0.0297,0.401,-14.895,0.136,1,0.609,https://api.spotify.com/v1/tracks/7zpy5zhIKJcpeIo01M1h0G,spotify:track:7zpy5zhIKJcpeIo01M1h0G
Whistling Pines,Big Joe Williams,1alKhZCSySlc1qSwsCSfAe,96.426,acoustic blues; blues; country blues; delta blues; traditional blues,9,0.883,0.61,0.236,0.00443,0.0685,-13.334,0.041,1,0.721,https://api.spotify.com/v1/tracks/1alKhZCSySlc1qSwsCSfAe,spotify:track:1alKhZCSySlc1qSwsCSfAe
Nobody Knows You When You're Down and Out,Big Joe Williams,4NX7dqs8v6xlc4iiKNhuxg,119.251,acoustic blues; blues; country blues; delta blues; traditional blues,1,0.879,0.663,0.379,0.018,0.816,-17.301,0.0723,0,0.364,https://api.spotify.com/v1/tracks/4NX7dqs8v6xlc4iiKNhuxg,spotify:track:4NX7dqs8v6xlc4iiKNhuxg
Levee Break Blues,Big Joe Williams,3r9N75XI8nSY7o33xYCjZG,101.08,acoustic blues; blues; country blues; delta blues; traditional blues,9,0.892,0.602,0.416,0.017,0.0885,-13.324,0.0785,1,0.652,https://api.spotify.com/v1/tracks/3r9N75XI8nSY7o33xYCjZG,spotify:track:3r9N75XI8nSY7o33xYCjZG
Little Annie Mae,Big Joe Williams,1xjESLuEaYSiVxzC3qeV97,122.592,acoustic blues; blues; country blues; delta blues; traditional blues,5,0.801,0.641,0.284,0.0334,0.318,-15.84,0.129,0,0.542,https://api.spotify.com/v1/tracks/1xjESLuEaYSiVxzC3qeV97,spotify:track:1xjESLuEaYSiVxzC3qeV97
Back Home Blues,Big Joe Williams,78f2T384AhfhhD3Sy9vS5Z,96.636,acoustic blues; blues; country blues; delta blues; traditional blues,0,0.782,0.587,0.208,0.023,0.0863,-15.531,0.0626,1,0.493,https://api.spotify.com/v1/tracks/78f2T384AhfhhD3Sy9vS5Z,spotify:track:78f2T384AhfhhD3Sy9vS5Z
"Um, Um, Um, Um, Um, Um",Major Lance,27FhNKYP8B0F3teHdcD5ob,117.406,chicago soul; northern soul,11,0.152,0.849,0.416,0.0,0.29,-12.302,0.0813,0,0.911,https://api.spotify.com/v1/tracks/27FhNKYP8B0F3teHdcD5ob,spotify:track:27FhNKYP8B0F3teHdcD5ob
The Monkey Time,Major Lance,4xEogH4ggdbZnGtJqnJm1Q,123.27,chicago soul; northern soul,5,0.575,0.798,0.675,0.0,0.114,-8.707,0.0488,1,0.94,https://api.spotify.com/v1/tracks/4xEogH4ggdbZnGtJqnJm1Q,spotify:track:4xEogH4ggdbZnGtJqnJm1Q
You Don't Want Me No More,Major Lance,2KdJgueo76aISAudolT0WP,133.093,chicago soul; northern soul,9,0.411,0.609,0.723,0.00098,0.46,-9.181,0.0408,0,0.961,https://api.spotify.com/v1/tracks/2KdJgueo76aISAudolT0WP,spotify:track:2KdJgueo76aISAudolT0WP
Hey Little Girl,Major Lance,0Fo4AegNJBom5NMfhv37Uj,125.844,chicago soul; northern soul,5,0.459,0.803,0.477,0.0,0.0885,-11.862,0.0415,1,0.888,https://api.spotify.com/v1/tracks/0Fo4AegNJBom5NMfhv37Uj,spotify:track:0Fo4AegNJBom5NMfhv37Uj
Rhythm,Major Lance,443RzrSr4hCVAslbjNfoDv,117.938,chicago soul; northern soul,1,0.8,0.673,0.667,0.0,0.142,-8.928,0.0432,1,0.898,https://api.spotify.com/v1/tracks/443RzrSr4hCVAslbjNfoDv,spotify:track:443RzrSr4hCVAslbjNfoDv
Ain't No Soul (In These Old Shoes),Major Lance,5BJoQcSiyrWsqgDGyqJ6fU,132.587,chicago soul; northern soul,0,0.195,0.694,0.726,0.000149,0.0729,-5.398,0.0287,1,0.915,https://api.spotify.com/v1/tracks/5BJoQcSiyrWsqgDGyqJ6fU,spotify:track:5BJoQcSiyrWsqgDGyqJ6fU
It's the Beat,Major Lance,23YgHN7ykxa11cEnMJ1k9Y,124.132,chicago soul; northern soul,8,0.218,0.708,0.653,0.0,0.257,-9.406,0.0339,1,0.849,https://api.spotify.com/v1/tracks/23YgHN7ykxa11cEnMJ1k9Y,spotify:track:23YgHN7ykxa11cEnMJ1k9Y
Play a Song for Me,Major Lance,1aCUDFG0SGDgBNuczuQkw0,122.29,chicago soul; northern soul,1,0.602,0.761,0.477,0.0,0.104,-9.218,0.033,1,0.968,https://api.spotify.com/v1/tracks/1aCUDFG0SGDgBNuczuQkw0,spotify:track:1aCUDFG0SGDgBNuczuQkw0
Mama Didn't Know,Major Lance,2BMBFgf47oWtRmeeWV9yAT,117.877,chicago soul; northern soul,2,0.556,0.735,0.633,1.02e-06,0.128,-8.751,0.0358,1,0.96,https://api.spotify.com/v1/tracks/2BMBFgf47oWtRmeeWV9yAT,spotify:track:2BMBFgf47oWtRmeeWV9yAT
Delilah,Major Lance,77ZFcqQr4vswVM7FUM5Fxp,129.766,chicago soul; northern soul,6,0.546,0.625,0.442,0.0,0.0731,-10.399,0.0471,1,0.848,https://api.spotify.com/v1/tracks/77ZFcqQr4vswVM7FUM5Fxp,spotify:track:77ZFcqQr4vswVM7FUM5Fxp
Last Resort,Papa Roach,5W8YXBz9MTIDyrpYaCg2Ky,90.586,alternative metal; nu metal; rap metal; rap rock; rock,4,0.000481,0.589,0.89,0.00082,0.201,-3.719,0.06,0,0.687,https://api.spotify.com/v1/tracks/5W8YXBz9MTIDyrpYaCg2Ky,spotify:track:5W8YXBz9MTIDyrpYaCg2Ky
Scars,Papa Roach,1UREw2MCfU0xwBzCAjxlUD,89.922,alternative metal; nu metal; rap metal; rap rock; rock,11,0.0948,0.384,0.921,0.0,0.168,-3.334,0.055,1,0.471,https://api.spotify.com/v1/tracks/1UREw2MCfU0xwBzCAjxlUD,spotify:track:1UREw2MCfU0xwBzCAjxlUD
Help,Papa Roach,0IbiFpXPFpvCAIs9WMX5wC,91.756,alternative metal; nu metal; rap metal; rap rock; rock,2,0.00085,0.506,0.914,3.1e-06,0.315,-4.786,0.0705,1,0.244,https://api.spotify.com/v1/tracks/0IbiFpXPFpvCAIs9WMX5wC,spotify:track:0IbiFpXPFpvCAIs9WMX5wC
Getting Away With Murder,Papa Roach,1x0AirtLjfVquI0A9iBVep,103.885,alternative metal; nu metal; rap metal; rap rock; rock,1,0.000116,0.564,0.968,3.97e-05,0.226,-3.75,0.0631,1,0.352,https://api.spotify.com/v1/tracks/1x0AirtLjfVquI0A9iBVep,spotify:track:1x0AirtLjfVquI0A9iBVep
Leave a Light On (Talk Away The Dark),Papa Roach,0b6fNjbiW4uF0W01GAfRVg,109.901,alternative metal; nu metal; rap metal; rap rock; rock,11,0.231,0.596,0.419,0.0,0.101,-6.939,0.027,0,0.171,https://api.spotify.com/v1/tracks/0b6fNjbiW4uF0W01GAfRVg,spotify:track:0b6fNjbiW4uF0W01GAfRVg
Between Angels And Insects,Papa Roach,24z528iI9kZu5LbkLainjI,93.467,alternative metal; nu metal; rap metal; rap rock; rock,2,0.000215,0.517,0.961,0.000454,0.195,-3.214,0.0657,0,0.342,https://api.spotify.com/v1/tracks/24z528iI9kZu5LbkLainjI,spotify:track:24z528iI9kZu5LbkLainjI
Falling Apart,Papa Roach,2bz1WTXLHaFffolrF4GCml,110.061,alternative metal; nu metal; rap metal; rap rock; rock,3,8.26e-05,0.528,0.942,0.0,0.344,-2.825,0.0512,0,0.42,https://api.spotify.com/v1/tracks/2bz1WTXLHaFffolrF4GCml,spotify:track:2bz1WTXLHaFffolrF4GCml
Born For Greatness,Papa Roach,5NFXaR31k0gmII07w6OJIt,134.015,alternative metal; nu metal; rap metal; rap rock; rock,9,0.0539,0.515,0.871,0.0,0.056,-4.812,0.0674,0,0.289,https://api.spotify.com/v1/tracks/5NFXaR31k0gmII07w6OJIt,spotify:track:5NFXaR31k0gmII07w6OJIt
Kill The Noise,Papa Roach,2DyDyOW1hRYFFaMhBCAHJ9,94.969,alternative metal; nu metal; rap metal; rap rock; rock,0,0.000428,0.533,0.865,8.83e-05,0.283,-5.469,0.0601,0,0.605,https://api.spotify.com/v1/tracks/2DyDyOW1hRYFFaMhBCAHJ9,spotify:track:2DyDyOW1hRYFFaMhBCAHJ9
Last Resort (Reloaded),Papa Roach; Jeris Johnson,52KlXDEkCkgZxuMjSqzY4L,88.05,alternative metal; nu metal; rap metal; rap rock; rock,2,0.00966,0.639,0.684,0.0,0.194,-5.619,0.0353,1,0.465,https://api.spotify.com/v1/tracks/52KlXDEkCkgZxuMjSqzY4L,spotify:track:52KlXDEkCkgZxuMjSqzY4L
Rx (Medicate),Theory of a Deadman,2UZtI2HUyLRzqBjodvcUmY,119.989,alternative metal; canadian metal; canadian rock; nu metal; post-grunge,1,0.0133,0.639,0.71,0.0,0.118,-7.445,0.0275,1,0.378,https://api.spotify.com/v1/tracks/2UZtI2HUyLRzqBjodvcUmY,spotify:track:2UZtI2HUyLRzqBjodvcUmY
Bad Girlfriend,Theory of a Deadman,5m7on0zpnmeAXy72ANrmfU,135.013,alternative metal; canadian metal; canadian rock; nu metal; post-grunge,0,0.00298,0.504,0.957,0.0,0.187,-2.657,0.0529,1,0.676,https://api.spotify.com/v1/tracks/5m7on0zpnmeAXy72ANrmfU,spotify:track:5m7on0zpnmeAXy72ANrmfU
Angel,Theory of a Deadman,2qJkesdHu9sMMVFgkRkqhQ,76.001,alternative metal; canadian metal; canadian rock; nu metal; post-grunge,11,0.00251,0.443,0.844,0.0,0.085,-5.414,0.0425,0,0.452,https://api.spotify.com/v1/tracks/2qJkesdHu9sMMVFgkRkqhQ,spotify:track:2qJkesdHu9sMMVFgkRkqhQ
Bitch Came Back,Theory of a Deadman,6kp8F9FpHXzjga2MeRDSG8,129.968,alternative metal; canadian metal; canadian rock; nu metal; post-grunge,1,0.00122,0.58,0.877,0.0,0.322,-4.193,0.0395,0,0.614,https://api.spotify.com/v1/tracks/6kp8F9FpHXzjga2MeRDSG8,spotify:track:6kp8F9FpHXzjga2MeRDSG8
Not Meant to Be,Theory of a Deadman,5xyACR2lzIyzFepF4qlAas,142.966,alternative metal; canadian metal; canadian rock; nu metal; post-grunge,1,0.00401,0.415,0.781,0.0,0.126,-6.947,0.0357,1,0.261,https://api.spotify.com/v1/tracks/5xyACR2lzIyzFepF4qlAas,spotify:track:5xyACR2lzIyzFepF4qlAas
Hate My Life,Theory of a Deadman,5zcLnqZbAjDGXX7HNcT1rE,125.868,alternative metal; canadian metal; canadian rock; nu metal; post-grunge,1,0.0162,0.508,0.828,0.0,0.266,-4.065,0.033,1,0.449,https://api.spotify.com/v1/tracks/5zcLnqZbAjDGXX7HNcT1rE,spotify:track:5zcLnqZbAjDGXX7HNcT1rE
Santa Monica,Theory of a Deadman,03C0lOgIOKlsJpaF5KtWDE,62.422,alternative metal; canadian metal; canadian rock; nu metal; post-grunge,4,0.00613,0.458,0.752,0.0,0.307,-5.599,0.03,0,0.287,https://api.spotify.com/v1/tracks/03C0lOgIOKlsJpaF5KtWDE,spotify:track:03C0lOgIOKlsJpaF5KtWDE
Lowlife,Theory of a Deadman,2mYMAJGoauv6LYCpzIOGBi,128.976,alternative metal; canadian metal; canadian rock; nu metal; post-grunge,1,0.00102,0.551,0.904,5.63e-05,0.138,-3.107,0.0452,1,0.756,https://api.spotify.com/v1/tracks/2mYMAJGoauv6LYCpzIOGBi,spotify:track:2mYMAJGoauv6LYCpzIOGBi
All or Nothing,Theory of a Deadman,2ejt6exJRE2bXPfp37Xi8w,152.053,alternative metal; canadian metal; canadian rock; nu metal; post-grunge,10,0.0289,0.419,0.785,0.0,0.0799,-4.483,0.0313,0,0.332,https://api.spotify.com/v1/tracks/2ejt6exJRE2bXPfp37Xi8w,spotify:track:2ejt6exJRE2bXPfp37Xi8w
Hallelujah,Theory of a Deadman,4hTg9q0AnxtH4yZKeRcMin,103.653,alternative metal; canadian metal; canadian rock; nu metal; post-grunge,9,0.743,0.285,0.297,0.0,0.138,-9.259,0.0339,0,0.156,https://api.spotify.com/v1/tracks/4hTg9q0AnxtH4yZKeRcMin,spotify:track:4hTg9q0AnxtH4yZKeRcMin
Cornflake Girl,Tori Amos,1300POeOaj8qho30FRHjgf,133.739,dark pop; ectofolk; lilith; melancholia; new wave pop; permanent wave; piano rock; singer-songwriter,7,0.4,0.631,0.638,0.000516,0.216,-8.958,0.0274,1,0.812,https://api.spotify.com/v1/tracks/1300POeOaj8qho30FRHjgf,spotify:track:1300POeOaj8qho30FRHjgf
Professional Widow - Armand's Star Trunk Funkin' Mix; Radio Edit; 2016 Remaster,Tori Amos; Armand Van Helden,0MT7RXj7XwkyvA0e05fgo6,128.051,dark pop; ectofolk; lilith; melancholia; new wave pop; permanent wave; piano rock; singer-songwriter,7,0.00139,0.708,0.912,0.000861,0.455,-7.899,0.0369,1,0.621,https://api.spotify.com/v1/tracks/0MT7RXj7XwkyvA0e05fgo6,spotify:track:0MT7RXj7XwkyvA0e05fgo6
Crucify - 2015 Remaster,Tori Amos,6DVySQASssOCxJOyWMY1jW,82.761,dark pop; ectofolk; lilith; melancholia; new wave pop; permanent wave; piano rock; singer-songwriter,11,0.283,0.506,0.594,4.33e-05,0.129,-9.733,0.111,1,0.468,https://api.spotify.com/v1/tracks/6DVySQASssOCxJOyWMY1jW,spotify:track:6DVySQASssOCxJOyWMY1jW
Smells Like Teen Spirit - 2015 Remaster,Tori Amos,1kWqRB6PHLM9QTfaXuHpIV,177.21,dark pop; ectofolk; lilith; melancholia; new wave pop; permanent wave; piano rock; singer-songwriter,8,0.93,0.251,0.263,0.00172,0.0954,-12.538,0.0327,1,0.199,https://api.spotify.com/v1/tracks/1kWqRB6PHLM9QTfaXuHpIV,spotify:track:1kWqRB6PHLM9QTfaXuHpIV
Winter - 2015 Remaster,Tori Amos,11dfOCV0oBxzZ9fi2PZhvS,79.32,dark pop; ectofolk; lilith; melancholia; new wave pop; permanent wave; piano rock; singer-songwriter,6,0.901,0.395,0.277,2.66e-06,0.105,-10.472,0.0298,1,0.226,https://api.spotify.com/v1/tracks/11dfOCV0oBxzZ9fi2PZhvS,spotify:track:11dfOCV0oBxzZ9fi2PZhvS
Silent All These Years,Tori Amos,3IZXUxoL1Q7yUj5mh3Tmqp,128.06,dark pop; ectofolk; lilith; melancholia; new wave pop; permanent wave; piano rock; singer-songwriter,4,0.94,0.484,0.158,1.64e-05,0.109,-14.687,0.0374,1,0.296,https://api.spotify.com/v1/tracks/3IZXUxoL1Q7yUj5mh3Tmqp,spotify:track:3IZXUxoL1Q7yUj5mh3Tmqp
Precious Things - 2015 Remaster,Tori Amos,4tAJsamJJYw5OeqAePeMtz,170.676,dark pop; ectofolk; lilith; melancholia; new wave pop; permanent wave; piano rock; singer-songwriter,11,0.507,0.215,0.782,0.0595,0.34,-6.73,0.0597,0,0.361,https://api.spotify.com/v1/tracks/4tAJsamJJYw5OeqAePeMtz,spotify:track:4tAJsamJJYw5OeqAePeMtz
A Sorta Fairytale,Tori Amos,6JtjhPFfHeEnoMDtKN35Qs,153.15,dark pop; ectofolk; lilith; melancholia; new wave pop; permanent wave; piano rock; singer-songwriter,5,0.741,0.621,0.392,0.0233,0.0854,-12.121,0.0392,0,0.914,https://api.spotify.com/v1/tracks/6JtjhPFfHeEnoMDtKN35Qs,spotify:track:6JtjhPFfHeEnoMDtKN35Qs
Caught a Lite Sneeze - 2016 Remaster,Tori Amos,2k2Nwz0FLUIKl7UyavRhjx,79.059,dark pop; ectofolk; lilith; melancholia; new wave pop; permanent wave; piano rock; singer-songwriter,5,0.37,0.6,0.772,4.46e-06,0.0641,-8.483,0.0444,0,0.921,https://api.spotify.com/v1/tracks/2k2Nwz0FLUIKl7UyavRhjx,spotify:track:2k2Nwz0FLUIKl7UyavRhjx
Spark,Tori Amos,7bG5NDhlrDel1aNofKPNf6,138.025,dark pop; ectofolk; lilith; melancholia; new wave pop; permanent wave; piano rock; singer-songwriter,4,0.0797,0.351,0.738,5.21e-05,0.0829,-4.309,0.038,0,0.475,https://api.spotify.com/v1/tracks/7bG5NDhlrDel1aNofKPNf6,spotify:track:7bG5NDhlrDel1aNofKPNf6
Rain,chata,5XywusAEcKl62fxQtRzReU,83.019,anime; doujin,2,0.841,0.672,0.452,0.000241,0.106,-7.728,0.0283,1,0.372,https://api.spotify.com/v1/tracks/5XywusAEcKl62fxQtRzReU,spotify:track:5XywusAEcKl62fxQtRzReU
Secret,chata,7Eo11TKS4LyNnZVzvnu5pR,95.011,anime; doujin,1,0.785,0.802,0.493,0.000487,0.118,-7.727,0.0262,0,0.841,https://api.spotify.com/v1/tracks/7Eo11TKS4LyNnZVzvnu5pR,spotify:track:7Eo11TKS4LyNnZVzvnu5pR
Candy a Mine,chata,3F2hdCvgc9id1atfhJdUjH,115.999,anime; doujin,5,0.518,0.7,0.809,0.0,0.101,-3.077,0.0257,1,0.626,https://api.spotify.com/v1/tracks/3F2hdCvgc9id1atfhJdUjH,spotify:track:3F2hdCvgc9id1atfhJdUjH
miren,chata,6CY47kuLhfbVv2BYzf7PYL,133.918,anime; doujin,5,0.122,0.58,0.873,0.00643,0.0752,-4.983,0.0409,0,0.451,https://api.spotify.com/v1/tracks/6CY47kuLhfbVv2BYzf7PYL,spotify:track:6CY47kuLhfbVv2BYzf7PYL
Toshindai Emotion,nayuta; chata,46ksjcxTeB1jAjCFZDSKDK,188.991,anime; doujin,0,0.184,0.513,0.873,0.0,0.103,-4.514,0.0587,1,0.913,https://api.spotify.com/v1/tracks/46ksjcxTeB1jAjCFZDSKDK,spotify:track:46ksjcxTeB1jAjCFZDSKDK
Mistake,Barbarian On The Groove; chata; bassy; 茶太,6lTsyKO0q6aE0u6zCEH379,171.962,anime; doujin,4,0.225,0.585,0.575,0.000216,0.0788,-5.95,0.0249,0,0.703,https://api.spotify.com/v1/tracks/6lTsyKO0q6aE0u6zCEH379,spotify:track:6lTsyKO0q6aE0u6zCEH379
しあわせがたり full ver.,chata,2IHVxyd7j64BYKJU1HCCCs,77.996,anime; doujin,1,0.706,0.555,0.555,0.0459,0.0823,-9.381,0.0303,1,0.432,https://api.spotify.com/v1/tracks/2IHVxyd7j64BYKJU1HCCCs,spotify:track:2IHVxyd7j64BYKJU1HCCCs
Labyrinth,chata,5WZ5pgLdbFKQeVKsQspR4e,89.009,anime; doujin,8,0.656,0.638,0.719,0.0136,0.146,-6.204,0.0344,0,0.713,https://api.spotify.com/v1/tracks/5WZ5pgLdbFKQeVKsQspR4e,spotify:track:5WZ5pgLdbFKQeVKsQspR4e
Kaleidoscope,Haruka Shimotsuki; chata; 山本美禰子,0pRFSOAExOQiWFOKzHQLne,156.986,anime; doujin,7,0.155,0.578,0.92,7.41e-06,0.0853,-3.783,0.0482,1,0.656,https://api.spotify.com/v1/tracks/0pRFSOAExOQiWFOKzHQLne,spotify:track:0pRFSOAExOQiWFOKzHQLne
冬のダイヤモンド,Haruka Shimotsuki; chata; 山本美禰子,0FhI2NjxwKLeUvjjlhnn9O,97.992,anime; doujin,5,0.399,0.577,0.713,1.02e-05,0.236,-3.971,0.0231,1,0.333,https://api.spotify.com/v1/tracks/0FhI2NjxwKLeUvjjlhnn9O,spotify:track:0FhI2NjxwKLeUvjjlhnn9O
18 Jaar - Remix,FEEST DJ MAARTEN; Nederlandse Hardstyle; Maarten Schelvis,3IGz0C7AWZcj8wIcOsgvOh,150.008,carnaval; levenslied; nederlandse hardstyle,1,0.021,0.641,0.85,0.0,0.288,-3.546,0.0369,0,0.32,https://api.spotify.com/v1/tracks/3IGz0C7AWZcj8wIcOsgvOh,spotify:track:3IGz0C7AWZcj8wIcOsgvOh
Alle Idioten,FEEST DJ MAARTEN,37borLbpbo2HkqPjLSzaq8,139.95,carnaval; levenslied; nederlandse hardstyle,0,0.0326,0.677,0.861,0.0,0.158,-7.44,0.0343,1,0.947,https://api.spotify.com/v1/tracks/37borLbpbo2HkqPjLSzaq8,spotify:track:37borLbpbo2HkqPjLSzaq8
Lang Zal Ze Leven,FEEST DJ MAARTEN,1jhxzCHulyYKay7AeJlNYC,119.946,carnaval; levenslied; nederlandse hardstyle,0,0.422,0.737,0.648,0.0,0.0639,-3.435,0.0431,1,0.969,https://api.spotify.com/v1/tracks/1jhxzCHulyYKay7AeJlNYC,spotify:track:1jhxzCHulyYKay7AeJlNYC
Winnen Winnen Winnen Op Het EK,FEEST DJ MAARTEN,2DTgih3B4ZwBpCOxxNbQgf,125.019,carnaval; levenslied; nederlandse hardstyle,11,0.188,0.59,0.842,2.52e-05,0.414,-4.734,0.138,0,0.586,https://api.spotify.com/v1/tracks/2DTgih3B4ZwBpCOxxNbQgf,spotify:track:2DTgih3B4ZwBpCOxxNbQgf
18 Jaar,FEEST DJ MAARTEN,2tAUDJ6KKLGxKPAf410bvi,137.022,carnaval; levenslied; nederlandse hardstyle,1,0.0702,0.801,0.962,0.0,0.12,-5.159,0.0737,0,0.666,https://api.spotify.com/v1/tracks/2tAUDJ6KKLGxKPAf410bvi,spotify:track:2tAUDJ6KKLGxKPAf410bvi
Mama Laudaaa (Hardstyle Remix),FEEST DJ MAARTEN,6q0BTipSzAXXJ9p3CLJpad,150.039,carnaval; levenslied; nederlandse hardstyle,11,0.0188,0.58,0.966,0.0,0.346,-2.212,0.0707,1,0.653,https://api.spotify.com/v1/tracks/6q0BTipSzAXXJ9p3CLJpad,spotify:track:6q0BTipSzAXXJ9p3CLJpad
Viva Hollandia,FEEST DJ MAARTEN; Bry.Tic,1pHyIFiQfx75NoFkTt0fOS,77.459,carnaval; levenslied; nederlandse hardstyle,7,0.351,0.454,0.903,0.0,0.395,-5.082,0.0742,1,0.627,https://api.spotify.com/v1/tracks/1pHyIFiQfx75NoFkTt0fOS,spotify:track:1pHyIFiQfx75NoFkTt0fOS
18 Jahre Will Ich Sein,FEEST DJ MAARTEN; Nederlandse Hardstyle,5bfVhFT6bwhDc8UdjhegEF,150.03,carnaval; levenslied; nederlandse hardstyle,1,0.145,0.61,0.835,0.0,0.354,-5.203,0.0485,0,0.274,https://api.spotify.com/v1/tracks/5bfVhFT6bwhDc8UdjhegEF,spotify:track:5bfVhFT6bwhDc8UdjhegEF
Ik Wil Je,ANGUZ; FEEST DJ MAARTEN,2Dfsn6vetHcnDsHegUrdK6,154.957,carnaval; levenslied; nederlandse hardstyle,0,0.000149,0.494,0.801,0.0,0.18,-5.409,0.0626,1,0.414,https://api.spotify.com/v1/tracks/2Dfsn6vetHcnDsHegUrdK6,spotify:track:2Dfsn6vetHcnDsHegUrdK6
19 Jaar - Remix,FEEST DJ MAARTEN; Nederlandse Hardstyle; Maarten Schelvis,0ybi7HwtJWOtA41oZVGqdl,149.959,carnaval; levenslied; nederlandse hardstyle,11,0.129,0.666,0.989,0.0,0.265,-1.823,0.0463,0,0.821,https://api.spotify.com/v1/tracks/0ybi7HwtJWOtA41oZVGqdl,spotify:track:0ybi7HwtJWOtA41oZVGqdl
Weg nach oben,Samra,6lh79frORLrToQlpZHwbHE,92.981,german hip hop,10,0.0725,0.759,0.788,0.0,0.171,-5.301,0.246,0,0.315,https://api.spotify.com/v1/tracks/6lh79frORLrToQlpZHwbHE,spotify:track:6lh79frORLrToQlpZHwbHE
Alles schon geschrieben,Samra,5BH5O8QsgmTzwPQtpWBRVS,95.073,german hip hop,10,0.0752,0.709,0.725,0.0,0.104,-6.015,0.405,1,0.397,https://api.spotify.com/v1/tracks/5BH5O8QsgmTzwPQtpWBRVS,spotify:track:5BH5O8QsgmTzwPQtpWBRVS
110,Capital Bra; Samra; LEA,67ojvEGRPAUCOohuMPqoRC,179.056,german hip hop,1,0.533,0.48,0.749,0.0,0.0997,-5.057,0.432,0,0.419,https://api.spotify.com/v1/tracks/67ojvEGRPAUCOohuMPqoRC,spotify:track:67ojvEGRPAUCOohuMPqoRC
Tilidin,Capital Bra; Samra,0Dlcu2fgHklOnajVu2dUNU,83.504,german hip hop,6,0.407,0.631,0.673,0.0,0.154,-4.892,0.384,0,0.721,https://api.spotify.com/v1/tracks/0Dlcu2fgHklOnajVu2dUNU,spotify:track:0Dlcu2fgHklOnajVu2dUNU
Ich Liebe Dich,Samra; Sido,2mVrSw1sSk3v8GanOZj9wF,79.846,german hip hop,1,0.219,0.67,0.592,0.0,0.219,-6.692,0.37,0,0.585,https://api.spotify.com/v1/tracks/2mVrSw1sSk3v8GanOZj9wF,spotify:track:2mVrSw1sSk3v8GanOZj9wF
Wieder Lila,Samra; Capital Bra,2kkcJ8tSDV42LdWcPjy6We,168.031,german hip hop,2,0.435,0.656,0.756,0.0,0.0934,-4.026,0.3,0,0.645,https://api.spotify.com/v1/tracks/2kkcJ8tSDV42LdWcPjy6We,spotify:track:2kkcJ8tSDV42LdWcPjy6We
Geständnis,Samra,7AGtu4Lg1qMeky9XCkWu9h,94.821,german hip hop,6,0.0291,0.797,0.771,0.0,0.105,-7.357,0.329,0,0.315,https://api.spotify.com/v1/tracks/7AGtu4Lg1qMeky9XCkWu9h,spotify:track:7AGtu4Lg1qMeky9XCkWu9h
Rap Genius,Kool Savas; Sido; Samra,1ybMtPppahhKXsVUKXBf5c,93.038,german hip hop,1,0.163,0.744,0.713,0.0,0.109,-6.92,0.302,1,0.447,https://api.spotify.com/v1/tracks/1ybMtPppahhKXsVUKXBf5c,spotify:track:1ybMtPppahhKXsVUKXBf5c
Royal Rumble,Kalazh44; Capital Bra; Samra; Nimo; Luciano,4Rif4wqdvzy84dhP1apC4Y,126.881,german hip hop,1,0.105,0.591,0.888,2.63e-05,0.0928,-3.161,0.274,1,0.574,https://api.spotify.com/v1/tracks/4Rif4wqdvzy84dhP1apC4Y,spotify:track:4Rif4wqdvzy84dhP1apC4Y
Cataleya,Samra,42hrHYe1Dw92eiZwWQF0sr,90.157,german hip hop,1,0.0741,0.683,0.787,0.0,0.215,-4.848,0.315,0,0.706,https://api.spotify.com/v1/tracks/42hrHYe1Dw92eiZwWQF0sr,spotify:track:42hrHYe1Dw92eiZwWQF0sr
